URL,AÑO,MES,TIPO DE FUENTE,CATEGORÍA,SUBCATEGORÍA,INSIGHT,RESUMEN
https://www.globalcosmeticsnews.com/fda-moves-to-crack-down-on-non-approved-compounded-glp-1-drugs/,2026,FEBRERO,ALERTA REGULATORIA,REGULATORIO Y LEGAL,SEGURIDAD FARMACÉUTICA,"La FDA inicia el cierre del grifo a las ""copias"" de Ozempic; la seguridad del paciente se convierte en el argumento legal para proteger las patentes de las Big Pharma.",La FDA emite nuevas advertencias y acciones contra farmacias de formulación magistral que producen versiones no aprobadas de fármacos GLP-1 (semaglutida). La agencia cita riesgos de contaminación y dosificación incorrecta para frenar la venta de estos compuestos más baratos.
https://beautycluster.es/blog/conoce-mas-sobre-virginia-martinez-y-moodra/,2026,ENERO,ENTREVISTA PROFESIONAL,I+D E INNOVACIÓN,NEUROCOSMÉTICA,"Moodra valida que el futuro del skincare es la ""psicodermatología"": formular para reducir el cortisol local y mejorar el estado de ánimo a través de la piel.","Entrevista a Virginia Martínez de Moodra. La marca se posiciona en el nicho de la neurocosmética, utilizando ingredientes activos que interactúan con los receptores cutáneos para enviar señales de bienestar al cerebro, tratando el estrés como causa raíz del envejecimiento."
https://pharmacyscanner.it/casaleggio-nel-2025-redcare-dr-max-e-farmacia-loreto-gli-online-della-farmacia-piu-popolari/,2026,FEBRERO,INFORME DE MERCADO,CANALES DE VENTA,E-COMMERCE FARMACIA,El mercado online italiano se consolida en un oligopolio: Redcare y Dr. Max dominan gracias a una agresiva estrategia de precios y SEO que las farmacias pequeñas no pueden replicar.,"El reporte de Casaleggio Associati identifica a Redcare, Dr. Max y Farmacia Loreto como los líderes indiscutibles del e-commerce farmacéutico en Italia en 2025. La popularidad se mide por tráfico y reconocimiento de marca, evidenciando la brecha digital entre grandes grupos y farmacias independientes."
https://medcitynews.com/2026/02/can-ai-bridge-the-gaps-in-womens-healthcare-a-responsible-path-forward/,2026,FEBRERO,ANÁLISIS TECNOLÓGICO,SALUD DIGITAL,FEMTECH & AI,"La IA es la única herramienta capaz de cerrar la ""brecha de datos"" histórica en salud femenina, permitiendo diagnósticos precisos en patologías ignoradas como la endometriosis.","MedCity News explora cómo la Inteligencia Artificial está transformando la salud de la mujer. Al analizar grandes volúmenes de datos desagregados por sexo, la IA está permitiendo desarrollar protocolos personalizados que superan el sesgo masculino tradicional de la medicina."
https://www.mckinsey.com/industries/life-sciences/our-insights/the-synthesis/beyond-the-trillion-dollar-headline-the-new-era-of-womens-health,2026,ENERO,INFORME ESTRATÉGICO,FINANZAS E INVERSIÓN,WOMEN'S HEALTH,"La ""Salud Femenina"" deja de ser sinónimo de fertilidad; la oportunidad de $1 Trillón reside en tratar condiciones generales (cardiovascular, autoinmune) con datos específicos de sexo.","McKinsey analiza la nueva era de la salud de la mujer tras la conferencia de J.P. Morgan. El informe destaca que cerrar la brecha de salud femenina podría inyectar $1 trillón anual a la economía global para 2040, enfocándose en enfermedades que afectan a las mujeres de manera desproporcionada o diferente."
https://www.linkedin.com/posts/paulacolasbeltran_totherescue-lascosasdepau-ugcPost-7426719863429033985-N7wc,2026,FEBRERO,POST TÉCNICO,I+D E INNOVACIÓN,BARRIER REPAIR,"La categoría ""Rescue"" (Rescate) se consolida como el nuevo básico: productos SOS diseñados para reparar barreras cutáneas agredidas por el exceso de activos y el estrés ambiental.","Paula Colas aborda la tendencia de productos ""To The Rescue"". El post destaca la formulación de bálsamos y cremas reparadoras intensivas (con cica, ceramidas o pantenol) como respuesta a la piel sensibilizada, posicionándolos como el ""botiquín cosmético"" indispensable."
https://www.consalud.es/podcasts/huella-piel/temporada-4/acne-y-microbiota-el-nuevo-enfoque-que-esta-revolucionando-el-cuidado-de-la-piel-acneica.html,2026,FEBRERO,PODCAST MÉDICO,DERMATOLOGÍA MÉDICA,MICROBIOMA,"El tratamiento del acné pivota de la ""esterilización"" (antibióticos) al ""equilibrio"" (microbiota); la clave ya no es matar la bacteria, sino modular el entorno donde vive.","Podcast de Consalud sobre el nuevo enfoque en acné. Expertos discuten cómo la disbiosis (desequilibrio de la flora cutánea) es la causa raíz, y por qué los nuevos tratamientos se centran en probióticos y posbióticos en lugar de agentes agresivos que dañan la barrera."
https://pharmacyscanner.it/home-delivery-partnership-tra-1000farmacie-e-just-eat-per-unonline-a-prova-di-indisponibilita/,2026,ENERO,NOTICIA DE RETAIL,CANALES DE VENTA,Q-COMMERCE,"La alianza Just Eat x 1000Farmacie resuelve el mayor dolor del delivery farmacéutico: la disponibilidad real. La sincronización de stock en tiempo real elimina la frustración del ""pedido cancelado"".","Just Eat y 1000Farmacie lanzan un piloto en Italia para entrega de parafarmacia. La innovación clave es tecnológica: la plataforma conecta el inventario físico de la farmacia con la app en tiempo real, garantizando que si el usuario pide un test de embarazo o jarabe, realmente llegue en minutos"
https://cosmeticsbusiness.com/lor%C3%A9al-enters-nutricosmetics-with-vichy-first-collagen-supplement,2026,FEBRERO,LANZAMIENTO DE PRODUCTO,I+D E INNOVACIÓN,NUTRICOSMÉTICA,"La entrada de L'Oréal (vía Vichy) en los suplementos de colágeno valida definitivamente la categoría ""Beauty from Within"" en el canal farmacia, obligando a los competidores a tener una oferta híbrida (tópico + oral).","L'Oréal Dermatological Beauty lanza su primer suplemento de colágeno bajo la marca Vichy. El producto combina péptidos de colágeno con vitamina C y ácido hialurónico, diseñado para actuar en sinergia con sus rutinas antiedad tópicas y capturar el creciente mercado de nutricosmética clínica."
https://www.modaes.com/cosmetica/miin-cosmetics-avanza-en-su-expansion-europea-con-tres-aperturas-en-italia-y-alemania,2026,FEBRERO,NOTICIA DE RETAIL,CANALES DE VENTA,EXPANSIÓN FÍSICA,"MiiN Cosmetics demuestra que el retail físico especializado sigue vivo si ofrece ""descubrimiento""; su expansión en ubicaciones prime de Europa consolida el liderazgo de la K-Beauty en el continente.","La compañía española MiiN Cosmetics continúa su agresiva expansión internacional con tres nuevas tiendas propias en Italia y Alemania. La estrategia refuerza su presencia en mercados clave europeos, apostando por la experiencia de cliente y el asesoramiento personalizado en cosmética coreana."
https://www.globalcosmeticsnews.com/shiseido-appoints-lisa-as-global-ambassador-for-ultimune/,2026,FEBRERO,CAMPAÑA DE MARKETING,MARKETING Y COMUNICACIÓN,EMBAJADORA GLOBAL,"Shiseido rejuvenece su icono (Ultimune) al asociarlo con Lisa (Blackpink); es un movimiento táctico para recuperar relevancia en China y el Sudeste Asiático, donde la influencia del K-Pop es ley.","Shiseido nombra a Lisa, integrante de Blackpink, como la nueva embajadora global de su serum Ultimune. La campaña busca conectar con la audiencia Gen Z y Millennial asiática, aprovechando el estatus de icono de estilo global de la artista para impulsar las ventas de su producto estrella."
https://beautynewsdaily.com/dr-sams-launches-at-space-nk/,2026,FEBRERO,NOTICIA DE RETAIL,CANALES DE VENTA,DERMATOLOGÍA DE AUTOR,"La llegada de Dr. Sam's a Space NK marca la transición de las ""marcas de dermatólogo"" del nicho médico al retail de lujo, compitiendo directamente con marcas de culto por el espacio en el lineal.","La marca de la dermatóloga británica Dr. Sam Bunting debuta en Space NK. Conocida por su enfoque minimalista y educativo (""Flawless Skincare""), la marca da el salto al retail físico premium, ampliando su alcance más allá de su exitoso canal directo al consumidor."
https://www.linkedin.com/posts/the-estee-lauder-companies-inc_darphinhas-opened-its-first-global-linstitut-ugcPost-7425358721267986432-RhZD,2026,FEBRERO,APERTURA DE SPA,CANALES DE VENTA,EXPERIENCIA DE MARCA,"Darphin recupera el ""arte del tacto"" con su primer instituto global en China; en un mundo digital, el tratamiento en cabina es la máxima expresión de lujo y fidelización.","Estée Lauder Companies inaugura L'Institut Darphin en Hangzhou, China. Este espacio insignia ofrece tratamientos faciales de ultra-lujo basados en la kinesiología y las técnicas de masaje profundo de la marca, reforzando su posicionamiento botánico y sensorial en el mercado asiático."
https://www.newsfragancias.com/profesionales/orveda-coty-licencia/,2026,FEBRERO,NOTICIA CORPORATIVA,ESTRATEGIA CORPORATIVA,LICENCIAS,El fin de la licencia de Orveda por parte de Coty sugiere una racionalización del portafolio: Coty prefiere concentrar recursos en marcas de volumen global en lugar de mantener nichos de ultra-lujo que no escalan rápido.,"Coty y Orveda acuerdan finalizar su acuerdo de licencia. La decisión permite a Coty reenfocar sus inversiones en sus marcas principales de ""Prestige"" y ""Consumer Beauty"", mientras Orveda retoma su independencia operativa para seguir su camino en el segmento de biotecnología de ultra-lujo."
https://www.linkedin.com/posts/milan-mladjenovic-10a6771_40-years-after-creating-the-no1-demi-permanent-ugcPost-7426829258901360640-n8US,2026,FEBRERO,POST EJECUTIVO,I+D E INNOVACIÓN,HAIRCARE TECH,"Los iconos no viven de la nostalgia, sino de la actualización tecnológica; Wella renueva su clásico Color Touch integrando la tecnología ""Metal Purifier"" para resolver el daño por metales en el agua.","Milan Mladjenovic celebra el 40 aniversario de Color Touch de Wella. El relanzamiento incluye una fórmula vegana, libre de amoníaco y siliconas, con tecnología patentada para neutralizar metales en el cabello, garantizando un color vibrante sin daño estructural."
https://pharmacyscanner.it/concorrenza-new-line/,2026,FEBRERO,INFORME DE MERCADO,CANALES DE VENTA,FARMACIA ITALIA,"La competencia en farmacia ya no es local, es de datos; New Line Ricerche de Mercato advierte que la supervivencia depende de monitorizar el ""sell-out"" en tiempo real para optimizar el surtido.","Análisis de New Line sobre la competencia en el canal farmacia italiano. El reporte subraya que, ante la presión de cadenas y el online, la farmacia independiente debe profesionalizar su gestión de categorías basándose en datos de mercado precisos."
https://www.modaes.com/empresas/lvmh-un-paso-mas-en-la-sucesion-antoine-arnault-asciende-al-comite-ejecutivo,2026,FEBRERO,NOTICIA CORPORATIVA,ESTRATEGIA CORPORATIVA,SUCESIÓN FAMILIAR,LVMH blinda su futuro con una sucesión coreografiada; la entrada de Antoine Arnault al Comité Ejecutivo asegura la continuidad del ADN familiar frente a la volatilidad del mercado.,"Antoine Arnault es nombrado miembro del Comité Ejecutivo de LVMH, un paso clave en el plan de sucesión de Bernard Arnault. Este movimiento refuerza el control familiar sobre el conglomerado de lujo más grande del mundo en un momento de transición generacional."
https://www.linkedin.com/posts/vichylaboratoires_imcas2026-vichylaboratoires-integrativehealth-ugcPost-7425207826823892992-Hllk,2026,FEBRERO,EVENTO CIENTÍFICO,DERMATOLOGÍA MÉDICA,SALUD CAPILAR,"Vichy redefine el cuidado capilar como ""dermatología del cuero cabelludo""; en IMCAS 2026, la marca presenta su enfoque de salud integrativa para tratar la alopecia y la caspa desde la raíz.","Vichy Laboratoires presenta sus avances en IMCAS 2026 bajo el concepto de ""Integrative Health"". La marca se centra en la ciencia del exposoma y cómo factores hormonales y ambientales afectan la salud del cuero cabelludo, elevando el champú a categoría de tratamiento médico."
https://www.businessoffashion.com/news/luxury/kering-sales-fall-for-third-year/,2026,FEBRERO,INFORME FINANCIERO,FINANZAS E INVERSIÓN,RESULTADOS DE LUJO,"La brecha entre los ganadores (LVMH, Hermès) y los rezagados (Kering) se ensancha; la dependencia excesiva de una sola marca ""estrella"" (Gucci) es un riesgo sistémico en ciclos bajistas.","Kering reporta una caída en ventas por tercer año consecutivo, lastrado por el difícil cambio de rumbo de Gucci. Los inversores castigan la falta de diversificación efectiva y la lenta recuperación de su marca insignia frente a competidores más ágiles."
https://www.consalud.es/industria/la-digitalizacion-del-prospecto-gana-terreno-en-europa-el-camino-hacia-un-sistema-sanitario-sin-papel.html,2026,FEBRERO,TENDENCIA REGULATORIA,ESG Y SOSTENIBILIDAD,DIGITAL HEALTH,"El prospecto de papel tiene los días contados; la digitalización (e-leaflet) no es solo ecológica, es una cuestión de seguridad para actualizar contraindicaciones en tiempo real.","Europa avanza hacia la eliminación del prospecto de papel en los medicamentos. La iniciativa busca reducir toneladas de residuos y garantizar que el paciente siempre tenga acceso a la información más actualizada a través de códigos QR, mejorando la adherencia y la seguridad."
https://www.businessoffashion.com/news/beauty/shiseido-expects-profit-rebound-2026/,2026,FEBRERO,INFORME FINANCIERO,FINANZAS E INVERSIÓN,ESTRATEGIA DE RECUPERACIÓN,"Shiseido fía su recuperación a 2026 mediante una drástica reducción de costes operativos y un enfoque agresivo en el mercado de ""Skincare de alto valor"".","Shiseido proyecta un repunte en sus beneficios para 2026 tras un periodo de reestructuración. La estrategia se centra en optimizar su presencia en China, potenciar su marca insignia y digitalizar su cadena de suministro para mejorar márgenes."
https://www.globalcosmeticsnews.com/m%c2%b7a%c2%b7c-cosmetics-and-depop-launch-creator-led-beauty-and-fashion-collaboration/,2026,FEBRERO,NOTICIA ESTRATÉGICA,MARKETING Y COMUNICACIÓN,CO-BRANDING,"La alianza MAC x Depop valida que el maquillaje ya no se vende como ""belleza"", sino como un accesorio de moda circular para la economía de creadores.","MAC Cosmetics se asocia con Depop para una colaboración liderada por creadores. La campaña une el mundo del maquillaje con la moda de segunda mano, buscando conectar con la Gen Z a través de la autoexpresión y el estilo personal único."
https://www.linkedin.com/posts/enzo-scida-53195930a_por-qu%C3%A9-hoy-las-colaboraciones-son-clave-activity-7426995958581936129-zLav,2026,FEBRERO,ANÁLISIS EJECUTIVO,ESTRATEGIA CORPORATIVA,COLABORACIONES,"Las colaboraciones en 2026 no buscan solo visibilidad, sino ""transferencia de credibilidad"" entre comunidades que antes no se cruzaban.","Enzo Scida analiza por qué las colaboraciones son el motor del crecimiento actual. Destaca que en un mercado saturado, unirse a marcas de otras categorías permite acceder a nuevos segmentos de clientes con un coste de adquisición mucho menor."
https://www.consalud.es/salud35/analisis/la-regularizacion-de-medicamentos-un-pilar-estrategico-para-garantizar-seguridad-eficacia-y-acceso-global.html,2026,FEBRERO,INFORME REGULATORIO,REGULATORIO Y LEGAL,SEGURIDAD FARMACÉUTICA,"La regularización global es el ""blindaje"" contra el mercado negro de fármacos, asegurando que la innovación llegue de forma equitativa a mercados emergentes.","Análisis sobre la importancia de la regularización farmacéutica. Se destaca cómo los marcos normativos estrictos no solo garantizan la seguridad del paciente, sino que facilitan el acceso global a medicamentos esenciales mediante la armonización de estándares."
https://www.maccosmetics.com/media/export/cms/collections/vivaglam/FY26_Viva_Glam_ImpactReport.pdf,2026,FEBRERO,REPORTE DE IMPACTO,ESG Y SOSTENIBILIDAD,IMPACTO SOCIAL,"VIVA GLAM evoluciona de la lucha contra el VIH a un enfoque de ""Igualdad Total"", demostrando que una marca con propósito social sólido retiene más talento y clientes.","Reporte de impacto de VIVA GLAM para el año fiscal 2026. Detalla las millonarias donaciones realizadas a nivel mundial, centradas ahora en apoyar los derechos de la comunidad LGBTQIA+, la igualdad de género y el bienestar de personas con VIH/SIDA."
https://www.linkedin.com/posts/kentjsummers_after-16-years-three-exits-and-teaching-activity-7426625951842861056-hZ60,2026,FEBRERO,ANÁLISIS EJECUTIVO,ESTRATEGIA CORPORATIVA,EMPRENDIMIENTO,"El éxito en las ventas complejas (B2B) no depende de la persistencia, sino de la capacidad de diagnosticar el ""dolor"" del cliente antes de ofrecer la cura.","Kent J. Summers reflexiona sobre 16 años de carrera y tres salidas exitosas (exits). Destaca que la clave del crecimiento está en la disciplina operativa y en entender que las ventas son un proceso de ingeniería de valor, no solo de persuasión."
https://www.linkedin.com/posts/sarariballohueso_wellness-skincare-y-amigas-los-planes-top-ugcPost-7426929173950025728-tCwb,2026,FEBRERO,SOCIAL LISTENING,TENDENCIAS DE MERCADO,BEAUTY EXPERIENCES,"El skincare ha mutado de una ""rutina solitaria"" a un ""evento social""; las marcas que faciliten experiencias compartidas (Masterclasses, Spa-days) ganan en comunidad.","Sara Riballo analiza el auge de los planes de bienestar grupales. El cuidado de la piel se convierte en el eje central de reuniones sociales, donde el aprendizaje y el ocio se mezclan, creando una nueva oportunidad para el retail experiencial."
https://www.lvmh.com/en/news-lvmh/where-dreams-become-careers-meeting-our-talents-in-asia,2026,FEBRERO,REPORTE CORPORATIVO,ESTRATEGIA CORPORATIVA,TALENTO ASIA,"LVMH apuesta por la ""localización del talento"" en Asia; para dominar el mercado del lujo no basta con vender allí, hay que diseñar y dirigir desde la mentalidad local.","LVMH presenta su iniciativa para atraer y desarrollar talento en Asia. El grupo destaca testimonios de empleados en mercados clave (China, Japón) y refuerza su compromiso con la formación interna para liderar la evolución del lujo en la región."
https://www.consalud.es/estetic/bienestar/el-acne-en-tres-frentes-limpieza-salud-mental-y-microbiota-la-vision-integral-para-pieles-con-tendencia-acneica.html,2026,FEBRERO,ANÁLISIS MÉDICO,DERMATOLOGÍA MÉDICA,SALUD INTEGRAL,El acné ya no se trata solo con tópicos; el nuevo estándar de oro es el abordaje 360° que incluye la modulación del microbioma y el manejo del estrés (eje intestino-cerebro-piel).,"Expertos proponen una visión holística del acné. Se destaca que la limpieza adecuada debe ir acompañada de un cuidado de la microbiota cutánea y un soporte psicológico, ya que el estado emocional impacta directamente en los brotes inflamatorios."
https://www.linkedin.com/posts/im-farmacias_el-cuidado-personal-ha-cobrado-una-importancia-activity-7426967678881361921-5EwG,2026,FEBRERO,ANÁLISIS SECTORIAL,CANALES DE VENTA,DERMOFARMACIA,"El autocuidado es el ""nuevo lujo"" de la farmacia; el canal debe capitalizar su rol de prescriptor experto frente a la desinformación de las redes sociales.","IM Farmacias analiza cómo el cuidado personal se ha convertido en una prioridad absoluta para el consumidor. El informe subraya que la farmacia tiene una ventaja competitiva única: la confianza del paciente, que busca soluciones eficaces y seguras en un mar de tendencias virales."
https://www.globalcosmeticsnews.com/olive-young-partners-with-gabona-to-expand-k-beauty-distribution-across-europe/,2026,FEBRERO,NOTICIA ESTRATÉGICA,CANALES DE VENTA,EXPANSIÓN EUROPA,"La alianza Olive Young x Gabona es el ""caballo de Troya"" definitivo de la K-Beauty en Europa; la logística masiva permitirá precios competitivos que amenazan a las marcas locales.",Olive Young se asocia con el distribuidor Gabona para llevar la cosmética coreana a todos los rincones de Europa. La alianza busca simplificar la cadena de suministro y asegurar que los productos coreanos estén presentes tanto en retail físico como en e-commerce de gran volumen.
https://www.linkedin.com/posts/shanadenauw_fillmed-vaim-juvelook-activity-7423668871674474496-fpz4,2026,FEBRERO,POST EJECUTIVO,LANZAMIENTO PRODUCTO,MEDICINA ESTÉTICA,El posicionamiento de Juvelook destaca la transición del mercado hacia bioestimuladores de colágeno que ofrecen resultados naturales y regenerativos a largo plazo.,"Shana Denauw detalla la colaboración entre Fillmed y Vaim para el despliegue de Juvelook, subrayando su relevancia técnica en la medicina estética actual."
https://www.linkedin.com/posts/amarisbedwei_culture-brandstorytelling-culturalfluency-ugcPost-7426949067173462016-Rq-j,2026,FEBRERO,POST EJECUTIVO,MARKETING Y COMUNICACIÓN,BRAND STORYTELLING,"La fluidez cultural se establece como un diferenciador crítico frente a la comunicación genérica, permitiendo a las marcas globales resonar a nivel local.",Amaris Bedwei analiza cómo el storytelling de marca debe integrar la cultura de forma profunda para lograr una conexión genuina con el consumidor actual.
https://www.consalud.es/salud35/internacional/eikon-therapeutics-aspira-a-captar-hasta-3177-millones-de-dolares-en-su-salida-a-bolsa-para-terapias-oncologicas.html,2026,FEBRERO,NOTICIA ESTRATÉGICA,FINANZAS E INVERSIÓN,SALIDA A BOLSA (IPO),"La capitalización de plataformas de microscopía de alta resolución atrae capital masivo, validando el interés en biotecnología aplicada a terapias de precisión.","Eikon Therapeutics busca recaudar 317,7 millones de dólares en su IPO para expandir sus capacidades en el descubrimiento de fármacos mediante el seguimiento de moléculas individuales."
https://www.consalud.es/salud35/nacional/vithas-reune-en-barcelona-a-grandes-empresas-para-impulsar-la-salud-corporativa-y-presentar-su-nuevo-hospital.html,2026,FEBRERO,COMUNICADO CORPORATIVO,ESTRATEGIA CORPORATIVA,EXPANSIÓN DE SERVICIOS,El enfoque en salud corporativa permite a los grupos hospitalarios diversificar ingresos y captar el segmento de pacientes ejecutivos de alto valor.,"Vithas presenta su nuevo hospital en Barcelona y su oferta de bienestar laboral ante grandes directivos, priorizando la medicina personalizada en entornos corporativos."
https://www.vogue.mx/sustentabilidad/articulo/marcas-de-belleza-con-proyectos-sociales-y-ambientales,2026,FEBRERO,ARTÍCULO DE TENDENCIAS,ESG Y SOSTENIBILIDAD,RESPONSABILIDAD SOCIAL,Los proyectos sociales y ambientales directos se consolidan como el núcleo de la lealtad de marca para el consumidor consciente de 2026.,"Recopilación de marcas cosméticas que integran la sostenibilidad como eje operativo, desde el apoyo a comunidades productoras hasta la reducción de huella hídrica."
https://www.vogue.mx/articulo/tendencias-de-belleza-2024,2024,ENERO,ARTÍCULO DE TENDENCIAS,TENDENCIAS DE MERCADO,CONSUMO LUXURY,"La belleza técnica y el enfoque en la salud de la barrera cutánea redefinen las prioridades de compra, alejándose del maquillaje puramente decorativo.","Análisis de las tendencias proyectadas para 2024, destacando la importancia de la longevidad celular, la personalización mediante IA y la cosmética de base científica."
https://www.expansion.com/fueradeserie/cuerpo/2024/01/24/65a914f6e5fdea3c568b4594.html,2024,ENERO,ANÁLISIS DE MERCADO,TENDENCIAS DE MERCADO,COSMÉTICA DE AUTOR,El auge de las marcas nicho demuestra que la exclusividad y la transparencia en la formulación son motores de crecimiento más fuertes que la publicidad masiva.,"Reportaje sobre el éxito de la cosmética de autor en España, donde la personalización y la alta concentración de principios activos dictan las reglas del lujo actual."
https://thelogisticsworld.com/planeacion-estrategica/tendencias-de-consumo-para-el-2024-lo-que-las-marcas-deben-saber/,2024,ENERO,INFORME ESTRATÉGICO,CONSUMER INSIGHTS,LOGÍSTICA Y CONSUMO,La eficiencia operativa en la última milla y la transparencia logística se consolidan como factores decisivos en la lealtad del consumidor digital.,"Análisis de las expectativas del consumidor para 2024, destacando la demanda de entregas ultrarrápidas, sostenibilidad en envíos y la integración de IA en la experiencia de compra."
https://www.beautypackaging.com/contents/view_breaking-news/2024-01-23/loreal-completes-acquisition-of-gjosa/,2024,ENERO,NOTICIA CORPORATIVA,M&A (FUSIONES Y ADQUISICIONES),TECH ADQUISITION,"La integración de tecnología hídrica por parte de L'Oréal refuerza su liderazgo en Beauty Tech, priorizando la sostenibilidad como valor de mercado.","L'Oréal finaliza la adquisición de Gjosa, startup suiza de tecnología de ahorro de agua, para escalar soluciones de lavado capilar ecosostenibles en salones y hogares."
https://beauty.pambianconews.com/2026/02/alfaparf-milano-acquisisce-coferly-e-si-rafforza-in-brasile/77744,2026,FEBRERO,ANÁLISIS DE NEGOCIOS,ESTRATEGIA CORPORATIVA,EXPANSIÓN GEOGRÁFICA,La internalización de la distribución en Brasil permite a Alfaparf optimizar márgenes y fortalecer su posicionamiento en uno de los mercados capilares más grandes del mundo.,"Alfaparf Milano adquiere Coferly, su distribuidor brasileño, con el objetivo de consolidar su presencia directa y acelerar el crecimiento de su división profesional en la región."
https://beauty.pambianconews.com/2026/02/merit-beauty-fa-il-suo-ingresso-in-italia-e-si-prepara-per-la-spagna/77546,2026,FEBRERO,ARTÍCULO DE RETAIL,ESTRATEGIA CORPORATIVA,EXPANSIÓN GEOGRÁFICA,"La llegada de Merit al sur de Europa valida la tracción del concepto ""Clean Luxury"" en mercados tradicionalmente dominados por firmas cosméticas clásicas.","La marca minimalista Merit Beauty inicia su expansión en Italia y prepara su entrada en España, buscando replicar su éxito digital mediante una estrategia omnicanal europea."
https://beauty.pambianconews.com/2026/02/kao-corporation-nel-2025-utile-netto-in-crescita-del-93/77756,2026,FEBRERO,INFORME FINANCIERO,FINANZAS E INVERSIÓN,RESULTADOS ANUALES,El extraordinario repunte del beneficio neto de Kao refleja una reestructuración exitosa hacia marcas premium y una recuperación del consumo en el mercado asiático.,"Kao Corporation cierra 2025 con un crecimiento de utilidades del 93%, impulsado por la eficiencia operativa y el sólido desempeño de su portafolio de cuidado de la piel de gama alta."
https://www.cosmed.fr/nouveau-rapport-de-veille-strategique-et-indicateurs-cles-4eme-trimestre-2025/,2026,FEBRERO,VIGILANCIA ESTRATÉGICA,INTELIGENCIA DE NEGOCIO,INDICADORES CLAVE,"Los indicadores del Q4-2025 muestran una aceleración en la transición hacia ingredientes biosurceados, impulsada por las nuevas presiones regulatorias francesas.","Cosmed presenta su nuevo informe trimestral con indicadores clave de la industria, analizando tendencias de mercado y el impacto de las normativas de seguridad en la formulación."
https://www.cosmed.fr/les-entreprises-de-cosmetique-de-la-region-grand-est-mobilisees-sur-la-biodiversite-et-les-ingredients-biosources/,2026,FEBRERO,REPORTE DE SOSTENIBILIDAD,ESG Y SOSTENIBILIDAD,BIODIVERSIDAD,"La regionalización de la cadena de suministro en el Grand Est francés establece un modelo de ""biocontrol"" que asegura la trazabilidad y reduce la huella de carbono sectorial.","Empresas cosméticas francesas se movilizan para integrar ingredientes biosurceados locales, alineando la producción industrial con la preservación de la biodiversidad regional."
https://cosmeticsbusiness.com/warpaint-acquires-rival-brand-barry-m,2026,FEBRERO,NOTICIA DE M&A,M&A (FUSIONES Y ADQUISICIONES),CONSOLIDACIÓN DE MERCADO,"La adquisición de Barry M por Warpaint London consolida un gigante del ""masstige"" en el Reino Unido, optimizando sinergias logísticas frente a la presión inflacionaria.","Warpaint London adquiere a su competidor Barry M para fortalecer su portafolio de maquillaje asequible, buscando expandir la distribución global de ambas marcas bajo una estructura operativa común."
https://cosmeticsbusiness.com/merit-expands-international-footprint-to-celebrate-five-years,2026,FEBRERO,ANÁLISIS DE EXPANSIÓN,ESTRATEGIA CORPORATIVA,CRECIMIENTO INTERNACIONAL,"El éxito de Merit a cinco años de su lanzamiento demuestra que el modelo de ""minimalismo curado"" tiene una escalabilidad superior a las marcas de catálogo extenso.","Merit Beauty celebra su quinto aniversario acelerando su despliegue en mercados internacionales clave, apalancándose en su comunidad digital para entrar en el retail físico europeo."
https://cosmeticsbusiness.com/currentbody-trinny-london-team-up-product-pairings,2026,FEBRERO,ALIANZA ESTRATÉGICA,MARKETING Y COMUNICACIÓN,CO-BRANDING TECH,"La unión entre dispositivos de luz LED y cosmética tópica crea una nueva categoría de ""sistemas de tratamiento"" que eleva el ticket promedio en el canal doméstico.","CurrentBody y Trinny London colaboran para ofrecer protocolos conjuntos, educando al consumidor sobre cómo la tecnología lumínica potencia la absorción de activos cosméticos específicos."
https://cosmeticsbusiness.com/6-beauty-packaging-trends-spotted-in-paris-this,2026,FEBRERO,INFORME DE TENDENCIAS,PACKAGING E INNOVACIÓN,DISEÑO CIRCULAR,"El packaging en 2026 abandona el ""greenwashing"" para adoptar el monomaterialismo y sistemas de recarga de lujo que mantienen la experiencia premium del cliente.","Análisis de las 6 tendencias clave vistas en París, destacando el uso de materiales reciclados post-consumo (PCR) y la reducción drástica de componentes complejos en envases de fragancias."
https://cosmeticsbusiness.com/k-beauty-has-dominated-the-world-is-arab,2026,FEBRERO,ANÁLISIS DE MERCADO,TENDENCIAS DE MERCADO,EMERGING MARKETS (A-BEAUTY),"El surgimiento de la ""A-Beauty"" (Arab Beauty) desafía la hegemonía coreana mediante el uso de ingredientes ancestrales del desierto adaptados a la eficacia moderna.","Informe sobre la creciente influencia de la belleza árabe en el mercado global, impulsada por marcas que combinan herencia cultural con estándares de formulación internacionales."
https://www.fiercebiotech.com/medtech/merck-teams-british-medtech-boost-vaginal-therapeutics-delivery-system,2026,FEBRERO,NOTICIA BIOTECH,INVESTIGACIÓN Y DESARROLLO,DRUG DELIVERY SYSTEMS,La incursión de Merck en sistemas avanzados de entrega para salud íntima abre una ruta para el desarrollo de dermocosméticos de precisión en el área de bienestar.,"Merck se asocia con una firma de tecnología médica británica para desarrollar un sistema de entrega de fármacos vaginales, mejorando la dosificación y la adherencia al tratamiento en terapias ginecológicas."
